text,homophobia,obscene,insult,racism,misogyny,xenophobia,label
"hum to triste vou tentar fazer esse vídeo chegar a 1m
https://t.co/n55uitfhjj",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user a história da Barbara Querino que está presa depois de sofrer vários erros processuais e ser reconhecida pela vítima por causa dos cabelos encaracolados. 5 anos de prisão. insiste ser inocente, ngn a ouve.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"frio dms pra roupa que eu queria usar, af vsf",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"mas pqp viu mano vai fazer algo que tu gosta sla, so nao fica falando merda nao vlw",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
"fico olhando nossas fotos e fico, “pqp eu sou um verme que deixou uma pessoa assim escapar”",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"O maior monopólio de ensino do mundo quer usar a educação básica pra gerar mais lucro. A Constituição Federal garante que a educação é responsabilidade do Estado. Nossa luta continua sendo pela educação pública, gratuita e de qualidade! Dia 13 vamos às ruas! 👊 #Tsunami13A https://t.co/cOfucid3yc",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Minha vida toda ajudei pessoas, incentivei pessoas, fiz com que pessoas sa铆ssem da posi莽茫o de v铆tima para protagonista da vida. Estar de m茫os dadas com aqueles que mais precisam, talvez seja esse o sentido da vida.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Hoje temos o inicio da Ginastica Ritmítica nos Jogos Pan-Americanos. Teremos a classificação do individual geral.
Bárbara Domingos (no Aro e Bola); Natália Gaudio (Bola e Bola); Além do conjunto de 5 bolas.

#PanNaRecordNews #ZDCnoPan #Lima2019 #PanNoSportv https://t.co/sWvaoQsVj2",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user eu n茫o conquisto nada, acho q sou o internacional https://t.co/e60rwerzow",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"meu deus vai se foder ate parece que elas tem liberdade pra fazerem o que querem ne

eh tudo 100% coreografado e planejado e elas obviamente sao obrigadas a seguir isso",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user maria flor #mpn #nowunited #uniters,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
depois q eu quase morri no hospital eu dou muito valor nisso,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"tô vendo vôlei do brasil e pqp 
tá uma merda",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
mano eu não estou com raiva... estou com ódio q é bem pior.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"esse ngc de ""fé nas malucas"" mano, só os doentes acham isso certo vai se fuder, bando de menina doente",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
@user poxa mona ent茫o semana q vem e nos cacete rs,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
acho um cu quando fazem as coisas sem nem ao menos avisar.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"O ministro da Justiça e Segurança Pública, Sergio Moro, revogou 70 portarias da pasta, 69 editadas por gestões anteriores e uma assinada por ele mesmo em janeiro deste ano. 

https://t.co/aFdpKVYr7Q",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"não é um regime político que mereça ser chamado de democrático desde 2016, em 2018 era mais um arremedo tutelado onde o único resultado que seria respeitado seria a vitória da extrema-direita. agora eu não sei o que chamar o que são esses escombros de hoje",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
não tem nada que meus olhos enxergam que não lembram meu coração de você.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user pqp pqp pqp,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
lana del rey é tudo pra mim puta merda,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
chuva fdp mané grr,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user suprema esculhambação é a vergonha nacional #stfvergonhanacional,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user Vou fazer uma visita diga a ela afinal n te vi nada contra a pessoa dela só tenho divergência de opiniões n bajulo macho escroto,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"essas mina engorda no peito, bunda e perna, eu engordo a porra toda fico ingnada",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
caralho q meu vizinho ta ouvindo 贸pera,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user andressa pqp chega da um alivio de ver vc c alguem que cuida tão bem de vc assim namoral tava na hr ja kkkkkk casal q amo MT LINDAS MSM,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user libera a porra do rt fdp,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"porra, fiquei bêbado ontem kkkkkk. ainda bem que eu não acordei com ressaca hj",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"@user ué, não sou melhor que ninguém não, eu sou um lixo isso sim",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user porra esse homem não tem um defeito https://t.co/ypvrm3kutm,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user vamo grta... da tempo de comprar ainda,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
o guaxinim 🥺🥺🥺🥺🥺🥺 e eu era vizinha de um cara da nxzero nao lembro quem era,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
Pérola AGNu “o senhor (china vermelha) pode pegar a sua soberania e ir embora desta casa” - getulio vargas — GV ta bolado https://t.co/g1DQFOMxf9,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Tem alguns homens que só servem pra trabalhar e foder. Os machistas que falam bosta. Se você não se encaixa nesse aglomerado de estrume, eu amo vc e você tem o direito de fazer o que vc quiser, contanto que não ultrapasse a minha liberdade e se torne libertinagem! ( E aí gostou?)",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user recursolândia. sou estudante de direito 😁,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Só imbecis caem na falácia da ""liberdade de imprensa"" utilizada por Verdevaldo e Crimecept, para justificar uma operação criminosa, levada a cabo pela quadrilha presa na Lava Jato com objetivo de obstruir a Justiça. A mais alta corte do país se mostrou cúmplice da estratégia.",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
"AAAAAAAHHHHHHHH Caceteeeeeeee, Porra, que voltem as panelinhas el o Julgamento dos outros 
 AAAAAAAHHHHHHHH Aaaaaahhhhhh https://t.co/GOt1C3rWUf",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"momento unpopular opinion mas mano
Eu sei q tem umas coisas mt básicas q a gnt pressupõe q todo mundo sabe
Mas esse negócio de ""silêncio, o jovem está descobrindo..."" as vzes é tão ??¿?
Tipo, pelo menos agora a pessoa sabe
Você não nasceu sabendo de tudo tbm né caraio",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user pelo menos comeu. eu até agora nada de nada,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user era mais brincadeir a kvkekdkwk sou mo medrosa com essas coisas tenho coragem nao,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"todos que eu convido pro meu aniver eu mando trazer presente, bem feia hahahahahahah",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
é dos magrinho q elas gosta 🤤😼🤯 https://t.co/r5fgu7nasc,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
só vdds de jesus,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"[3/8 12:29] ""VITÓRIA✨: Assim eu me apaixono😅❤❤🥰
[3/8 12:32] Minha Melhor💖👭: Eu cuido de vc e do baby🥺
[3/8 12:32] Minha Melhor💖👭: KKKKKKKKKKKKKKKKKKKK
[3/8 12:32] ""VITÓRIA✨: FDP Briinca Mtt😂😂😂😂😂😂😂😂😂😂
@user",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"eai gente quando vcs pensa q ceis eh ridiculo lembra de mim, eu sempre sou mais",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user @user saudades disso https://t.co/qsirn1bfvk,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user parece eu quando vou no banheiro sem lax https://t.co/vpj2bwcdgw,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user caraio q pagode,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
os lomotifs dela &gt; todos os outros,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
parece que algumas pessoas não acordam pra vida né,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
kkkkk muita cara de pau cara 馃う馃徎鈥嶁檧锔�,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"no dia que você tiver 1/3 da integridade e reconhecimento da marina na comunidade científica, vc pode querer lacrar 😗",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user prlo amor de deus eu quero um trem desseeeee https://t.co/g74bdpvk6f,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"fim de jogo 1 x 1

próximo jogo pelo campeonato paulista, dia 11/08, contra o são josé",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
psicológico tá fudido,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"música sempre, o tempo todo! — ♫lance legal por guilherme arantes, do #soundhound https://t.co/o6poliep7g",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
tandara maravilhosa porra,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
cara vai se foder eu vou quebrar o meu telefone todinho na parede n quero q sobre um pedacinho p contar história 😡,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"minha mãe que comprou algumas roupinhas p mim, sem eu pedir, sou muito mimada mesmo",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user povo chato credo, o tweet de faeden eh público, ela poderia comentar oq ela quisesse pq o tt eh dela
""ai me da block eu imploro""
nega, vai la e da block vc, sla silencia, se não gosta ignora
fillie shipper eh chato, falo isso pq eu sou, mas vcs são bem mais credo",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user Poisé 😎... Eu adoro ver o inferno astral do meu opositor. Eles acham que dão as cartas, mas o jogo pode virar a qualquer momento. Imagina o buraco negro que aguarda este lixo tóxico? Impeachment do presidente da república Já!👊",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"meu deus do céu eu não to acreditando 
@user muito obrigado pqp
amem esse homem https://t.co/bpgwqckeqf",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user Como dizer que ficou foda para caralho??? Você está simplesmente linda e eu espero que os comentários de sua mãe ou outros não te afetem tanto porque o que importa é você gostar de si.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"é cara, pelo visto independentemente do lugar, eles nunca prestam atenção quando o assunto é esse..",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
pq as mulheres que eu gosto tem todas cara de quem vão foder a minha vida,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
rt @user @user @user @user meus parabéns vocês merecem tudo dê bom espero que viva a vida de vocês longe desse jo…,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
o lado bom de só sua mãe se preocupar com você é que não rola falsidade pelo menos!!!,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user porra, tive que vim pra região dos lagos",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
só a parte do burguesinha que ainda nao é minha realidade,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
tá tudo caro pra caralho,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"O Régis conseguiu a proeza de ser uma piada até mesmo pra quem gosta de rock/metal. Não deem a atenção que ele quer, não levem nd do que ele diz em consideração, só ele acha que é critico musical.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
nessa historinha cheguei em casa tarde q so a porra e ainda vim do recife lombrada e no brilho sozinha,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"N茫o existe namoro crist茫o se n茫o for pra casar, esse neg贸cio de namorar v谩rias pessoas at茅 dar certo com algu茅m e depois casar, n茫o 茅 b铆blico, e n茫o 茅 costume de algu茅m que serve a Deus; relacionamento crist茫o 茅 casamento: unir-se-茫o e ser茫o um s贸, por toda a vida. 脡 isso.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user @user @user vai envergonhar a ciência do nosso país? Será?  Aliás ele mais apagado dos ministros né?,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user um dia a gente faz feio na festa da facul e no outro fazemos projeto social 

questão de equilíbrio",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user tiro certo
paulinha na fab",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"aquele guri é lindo pra caralho, mas é muito babaca, assim até perde o encanto",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"@user @user pra mim ele é péssimo, piora muito minha dermatite e ainda me dá espinha, talvez eu tenha alergia a ele, não sei, mas eu passo ele e na mesma hora minha dermatite já piora",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
ai gente desculpa mas sair na chuva n dá,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user antes dos brasileiros vão matar todas as abelhas.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
perdi partida de 11 kills faltando 20 caras pra 2 bots com 0 kills de robô. grande dia @user  vai se foder arrombada,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
a parte do nam em ddaeng é muito insuperável eu tenho a obrigação de vir falar dela todo dia porque PUTA QUE PARIU QUE HOMEM https://t.co/The31QU8lG,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"ano que vem o pau quebra, meta ser o 01",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user vsf, esse cara é muito foda",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
Mas minha mãe não deixou pq ela tava converdando com ele e mandou meu tio esperar. Meu tio ficou muito puto e meu pai foi até a janela da sala e nisso eu e a mamãe fomos tbm. Eles estavam falando um monte de coisa. Meu tio pegou um tijolo e jogou na grade de casa.+,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
muito fdp msm eu sou kkkkkkkkkk,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
pqp eu com crise de ansiedade hj e toda jumpy pra minha mae do nada gritar meu nome me matando de susto q odio meu deus,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"gente qq vcs vão fazer com um pato em um apartamento, pato caga pra caralho cês não tem noçãoooooo",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"@user esquecem nada, fazem por conveniência. sedenta pro karma vir comer o cu desse povo.",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user hyungwon nego (pqp você é maravilhoso a),0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user alguém me explica 1) pq ela ficou puta 2) pq ela tá falando inglês comigo https://t.co/tjbcpmv83a,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"caralho, o nível dos detalhes, mt foda, passei a seguir",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user carai o ninja saiu da twitch e removeram o verificado dele na mesma hora.

que rapidez mano caraiiii",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user @user @user só falta ser o do século. até o eminem surra esse sem talento do caralho only jabá,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
caralho que saudade que eu to do meu namorado,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
mas ela ja nao pensa mais em mim,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user lexi é lésbica e porra fez é legal mas ainda é traficante https://t.co/wnjrsdmbqd,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
@user a lanterna do ranking da educação lhe manda lembranças. endireita brasil! 🇧🇷,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
sextooou e eu nada pra fazer !,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user lindo demais perfeito nossa anjo sem asas obra de arte fora do museu flor mais linda do jardim https://t.co/q6e2syprme,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user caralho o maluco abriu a porra da porta mané,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"foi-se o tempo que eu acreditava em ""você é o motivo da minha doença mental"" e ficava mal com isso a ponto de me achar um lixo em saber que eu faço tão mal a alguém que eu sempre amei",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"nossa eu to lembrando de como fiquei feia ontem pqp
 pq q eu n consigo ficar bonita nos role meu pai",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
tudo q meu cabelo tava de feio ontem ele ta de bonito hoje,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
am茅m caralho,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
rt @user @user ai caralho #mpn #nowunited,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
caralho chorei vendo esse video e nem sei quem essas pessoas kkkkkkkkkkk,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user @user @user @user E não é julgamento, flor. É apenas uma constatação. Poderia postar uma foto com minha tia-avó (que é negra)e falar que sou negra?! Não! Seria um desrespeito a ela. Mas posso apoiar um mundo melhor para ela.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user eu 脿s vezes gostava de entender o que vos vai na cabe莽a fr ahahahha,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user exatamente, também não reclamo porque ele é muito bom, mas como ele é popularzin desde o começo qualquer coisa que ele fizesse (msm que fosse ruim) o povo ia lamber o pé dele kkkk assim como qualquer outro q fosse popular lá 

não é a toa que como você falou: final de populares",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user mas se quiser pode.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
desesperada atrás de um local pra fazer o chá domingo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user sim eu stalkeei em todos os tweets até essa semana ele se trata como no masculino, nunca fez nenhum tweet falando sobre ser trans e nada sobre o assunto tbm, e tbm li falando q ja é a terceira vez q ele muda o nome e faz tweet mentiroso p levar rt",1.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"era óbvio que iam jogar hate no nct por conta desse grupo de colaboração, colocar artistas grandes ali deu a entender pra muita gente que o grupo foi feito pra ""salvar o nct"" pq segundo os coreanos, eles ainda são o fracasso da sm. pqp ódio dessa empresa. #SM_보이그룹론칭_취소해",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"migaaaaaa essa tua vergonha vai passar no débito ou no crédito? pq n estou bem feio mais, ta horriveeelll kk",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user wanda e tom pqp seria um casalzão com os dois,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
||: Engraçado que aqueles que me chamaram amigo hoje já nem falam comigo. É gratificante saber que todo esforço que fiz pelas amizades foram jogadas no lixo.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Amo quando militam sobre um assunto e me chamam de retardada kkkkkk, milenoca sempre preocupada com as causas feministas e machistas das premiações coreanas, é realmente tocante!",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user agora vou exigir muuuuito mais da pessoa que eu namorar 
meio fudida estou",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
minha vontade de todos os dias,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
t么 apaixonado 馃槏馃槏馃槏,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user porra o q o lula tem a ver com isso????,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user se eu chamar vc vem?,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user será que as pessoas precisam mesmo ficar paradas uma do lado na outra na escada?????????????,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user @user vlw mano tmj 鉂ゐ煉煆�,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
caralho ta frio pra porra,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user extrema direita mente. n茫o faz nada em benef铆cios ao pa铆s. vivem perseguindo seus opositores ideol贸gico,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
não e ficar de cara feia,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user @user @user @user @user @user @user @user @user @user @user @user Uma das Mulheres que mais Amei Conhecer 😍

Linda e Fascinante!

Estar ao seu lado, é um Momento Único e Inesquecível",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Dias Toffoli, Gilmar Mendes, Celso de Mello, Marco Aurélio de Mello, Ricardo Lewandowski, Luíz Fux, Alexandre de Moraes... Até quando teremos que carregar nas costas essa corja que só trás desserviço para o povo Brasileiro?
#STFVergonhaNascional",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
Domingão vem aí e a mensagem já está pronto! Suas palavras estão construindo o seu futuro! Prepare seu coração!🦅 em Denny's https://t.co/1OsGMfAgVG,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
vem tóquio porra,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user tudo é um grande mistério. essa t a graça da filosofia. até a simples experiência de ver é um grande mistério.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
a viagem na maionese?????,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
vai se foder santa inês,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user @user @user porra cheguei de sv na merda fi kkkkkkkk,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"@user Graças a essa campanha idiota eu provei o barbeador da BIC e achei melhor que o Gillette, e por uns 40% mais barato. Gillette nunca mais.",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"mais vou ter que secar meu cabelo de novo, preguiça da porra",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
meu deus o taeuwjisndkdk pqp comonassim,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user @user nao eh nenhuma das duas e vcs sabem bem quem eh agr aquietem o cu de vcs,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
cúmulo do ridículo kkkkkkkkkkkkk tem gente que faz um negócio que acho que até deus dúvida lol,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"estou toda arrepiada de frio, dentro dessa loja faz um frio do crl pqp",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user me apaixonar s贸 por homem q n茫o vale a 谩gua q bebi t谩 me deixando s贸 a ca莽amba de lixo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"as coisa só dá errado comigo, incrível",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
e os gays comemoram,1.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"""l'état est moi"". esperando a história se repetir e essa guilhotina chegar.
 https://t.co/tb7ok08e8w via @user @user",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user “eu ia falar contigo mas tu tava com a cara tão fechada!” 

eu? sou de boa demais. 

eu no lugar: https://t.co/s3lvzwdrox",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"nunca mais terá o meu voto.
traíra
#stfvergonhanacional 
#stfsoldadovermelho",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
vontade de explodir de raiva mano sinceramente,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
Lovatic se iludindo achando que a Demi tava fazendo algo do comeback ontem quando eu só foquei naquele maldito casaco que ela usa até pra ir na esquina o que significa que provavelmente não era nada demais,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
para de babar ovo p bonoro q ta feio isso daí ja mana,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
dormi pra caralho kkkkkkkkk soninho gostoooooso,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"atende ai, bb, fala comigo!
meu dia do ano chegou, agradecer a todos pelas felicitações e mensagens de carinho.. hoje o pau quebra!!! 🇧🇷 https://t.co/XIU2Fzx5gL",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
o universo sabe exatamente oq está fazendo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user vc vê a vaca ir pro brejo quando a torcida grita eu acredito. #voleinaglobo https://t.co/v7nfrjtrsl,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
n há pica,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user nao era nao amigo.. a dificuldades impostas era por causa do cade,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
🤧🤧🤧🤧🤧 sofro,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
carregar um bebezinho na barriga é difícil viuu,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user @user hoje faria, aquela vez eu ainda não conhecia esse mundo cão kkkkkkkkkkkkkkk quando ele falou que não me conhecia como porra nenhuma eu ia falar SAY MY NAME!",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user grande gajo mm, votem que ele merece maltinha, ele merece ganhar esta merdaaaaaa https://t.co/80m28bg1n5",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user infelizmente é bem provável. pq o atual prefeito não ajuda.,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
"rt @user eu não preciso falar nada, pois a imagem fala por si mesma!
#benimtatlıyalanım https://t.co/x1hvczqavv",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
mano queria ter férias,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user kkkkkkkkkkk os pinto bolsominio,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
falta só 2 porra #voleinaglobo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user e aí ? hahahaha,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"se deus n茫o existe,  quem coloca a agua dentro do coc么??",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"tô doidinha por um arroz doce, acho q vou comprar os ingredientes pra fazer",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
eu tentando fazer comida pro alejandro kkkk,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"ta, mas quem iria ir roubar coisa no cu do mundo?",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
falta dois caralho socorro,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"chega dessa vida de aula de sabado se foder
to podre",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user vsf guria linda,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user eu detestava ggs, principalmente o twice. hoje sou a maior boiola por qualquer idol feminina, puts.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
também eu amo as tuas testas! 😂❤️❤️,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user o jeito que eu surtei.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
nem acredito que o gui salvou meu ingresso pqp,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user pqp eu te amo fdp,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
vai passar o que nao tem mundial,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
precisava!!!,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
mais tarde tem a festa da pérola 😍,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
a @user puta me contando as coisas kakakakakak,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user intimidade eh o caralho isso ai eh falta de respeito (no mínimo) https://t.co/6gs8ei46mr,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user @user passeie vc na próxima manifestação de fora stf e saia de lá sem cabelos brancos 😂,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"a sm quer tirar a empresa da beira do abismo explorando mais ainda os seus grupos, primeiro de tudo não devemos jogar hate em cima de grupo nenhum e sim reclamar em cima da empresa que é uma merda e nem sabe administrar direito os grupos

#SM_보이그룹론칭_취소해",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
