text,label,predicao,resposta_raw,tokens_s,latencia_s
"esse ngc de ""fé nas malucas"" mano, só os doentes acham isso certo vai se fuder, bando de menina doente",not_toxic,not_toxic,NOT_TOXIC,110.7,78.95
@user poxa mona ent茫o semana q vem e nos cacete rs,not_toxic,not_toxic,NOT_TOXIC,107.6,79.31
acho um cu quando fazem as coisas sem nem ao menos avisar.,not_toxic,not_toxic,NOT_TOXIC,109.8,79.66
"O ministro da Justiça e Segurança Pública, Sergio Moro, revogou 70 portarias da pasta, 69 editadas por gestões anteriores e uma assinada por ele mesmo em janeiro deste ano. 

https://t.co/aFdpKVYr7Q",not_toxic,not_toxic,NOT_TOXIC,110.7,80.05
"não é um regime político que mereça ser chamado de democrático desde 2016, em 2018 era mais um arremedo tutelado onde o único resultado que seria respeitado seria a vitória da extrema-direita. agora eu não sei o que chamar o que são esses escombros de hoje",not_toxic,not_toxic,NOT_TOXIC,107.6,80.43
não tem nada que meus olhos enxergam que não lembram meu coração de você.,not_toxic,not_toxic,NOT_TOXIC,110.3,80.79
@user pqp pqp pqp,not_toxic,not_toxic,NOT_TOXIC,107.2,81.14
lana del rey é tudo pra mim puta merda,not_toxic,obscene,OBSCENE,114.8,81.49
chuva fdp mané grr,not_toxic,not_toxic,NOT_TOXIC,111.0,81.84
@user suprema esculhambação é a vergonha nacional #stfvergonhanacional,not_toxic,not_toxic,NOT_TOXIC,108.0,82.2
@user Vou fazer uma visita diga a ela afinal n te vi nada contra a pessoa dela só tenho divergência de opiniões n bajulo macho escroto,not_toxic,obscene,OBSCENE,115.8,82.56
"essas mina engorda no peito, bunda e perna, eu engordo a porra toda fico ingnada",not_toxic,not_toxic,NOT_TOXIC,111.1,82.91
caralho q meu vizinho ta ouvindo 贸pera,not_toxic,not_toxic,NOT_TOXIC,107.3,83.27
@user @user andressa pqp chega da um alivio de ver vc c alguem que cuida tão bem de vc assim namoral tava na hr ja kkkkkk casal q amo MT LINDAS MSM,not_toxic,not_toxic,NOT_TOXIC,110.6,83.63
@user libera a porra do rt fdp,not_toxic,obscene,OBSCENE,117.6,83.97
"porra, fiquei bêbado ontem kkkkkk. ainda bem que eu não acordei com ressaca hj",not_toxic,not_toxic,NOT_TOXIC,110.0,84.33
"@user ué, não sou melhor que ninguém não, eu sou um lixo isso sim",not_toxic,not_toxic,NOT_TOXIC,110.5,84.69
rt @user porra esse homem não tem um defeito https://t.co/ypvrm3kutm,not_toxic,not_toxic,NOT_TOXIC,110.8,85.04
@user vamo grta... da tempo de comprar ainda,not_toxic,not_toxic,NOT_TOXIC,106.8,85.4
o guaxinim 🥺🥺🥺🥺🥺🥺 e eu era vizinha de um cara da nxzero nao lembro quem era,not_toxic,not_toxic,NOT_TOXIC,111.9,85.76
Pérola AGNu “o senhor (china vermelha) pode pegar a sua soberania e ir embora desta casa” - getulio vargas — GV ta bolado https://t.co/g1DQFOMxf9,not_toxic,racism,RACISM,116.5,86.11
"Tem alguns homens que só servem pra trabalhar e foder. Os machistas que falam bosta. Se você não se encaixa nesse aglomerado de estrume, eu amo vc e você tem o direito de fazer o que vc quiser, contanto que não ultrapasse a minha liberdade e se torne libertinagem! ( E aí gostou?)",not_toxic,misogyny,MISOGYNY,102.6,86.5
@user recursolândia. sou estudante de direito 😁,not_toxic,not_toxic,NOT_TOXIC,105.5,86.86
"Só imbecis caem na falácia da ""liberdade de imprensa"" utilizada por Verdevaldo e Crimecept, para justificar uma operação criminosa, levada a cabo pela quadrilha presa na Lava Jato com objetivo de obstruir a Justiça. A mais alta corte do país se mostrou cúmplice da estratégia.",not_toxic,not_toxic,NOT_TOXIC,107.2,87.24
"AAAAAAAHHHHHHHH Caceteeeeeeee, Porra, que voltem as panelinhas el o Julgamento dos outros 
 AAAAAAAHHHHHHHH Aaaaaahhhhhh https://t.co/GOt1C3rWUf",not_toxic,not_toxic,NOT_TOXIC,106.7,87.63
"momento unpopular opinion mas mano
Eu sei q tem umas coisas mt básicas q a gnt pressupõe q todo mundo sabe
Mas esse negócio de ""silêncio, o jovem está descobrindo..."" as vzes é tão ??¿?
Tipo, pelo menos agora a pessoa sabe
Você não nasceu sabendo de tudo tbm né caraio",not_toxic,not_toxic,NOT_TOXIC,109.3,88.02
@user pelo menos comeu. eu até agora nada de nada,not_toxic,not_toxic,NOT_TOXIC,108.4,88.38
@user era mais brincadeir a kvkekdkwk sou mo medrosa com essas coisas tenho coragem nao,not_toxic,not_toxic,NOT_TOXIC,107.0,88.73
"todos que eu convido pro meu aniver eu mando trazer presente, bem feia hahahahahahah",not_toxic,not_toxic,NOT_TOXIC,109.5,89.09
é dos magrinho q elas gosta 🤤😼🤯 https://t.co/r5fgu7nasc,not_toxic,not_toxic,NOT_TOXIC,105.8,89.45
só vdds de jesus,not_toxic,not_toxic,NOT_TOXIC,106.6,89.81
"[3/8 12:29] ""VITÓRIA✨: Assim eu me apaixono😅❤❤🥰
[3/8 12:32] Minha Melhor💖👭: Eu cuido de vc e do baby🥺
[3/8 12:32] Minha Melhor💖👭: KKKKKKKKKKKKKKKKKKKK
[3/8 12:32] ""VITÓRIA✨: FDP Briinca Mtt😂😂😂😂😂😂😂😂😂😂
@user",not_toxic,obscene,OBSCENE,113.2,90.2
"eai gente quando vcs pensa q ceis eh ridiculo lembra de mim, eu sempre sou mais",not_toxic,not_toxic,NOT_TOXIC,104.2,90.56
rt @user @user saudades disso https://t.co/qsirn1bfvk,not_toxic,not_toxic,NOT_TOXIC,108.6,90.91
rt @user parece eu quando vou no banheiro sem lax https://t.co/vpj2bwcdgw,not_toxic,not_toxic,NOT_TOXIC,109.1,91.27
@user @user caraio q pagode,not_toxic,not_toxic,NOT_TOXIC,100.9,91.62
os lomotifs dela &gt; todos os outros,not_toxic,not_toxic,NOT_TOXIC,106.9,91.98
parece que algumas pessoas não acordam pra vida né,not_toxic,not_toxic,NOT_TOXIC,106.9,92.34
kkkkk muita cara de pau cara 馃う馃徎鈥嶁檧锔�,not_toxic,not_toxic,NOT_TOXIC,109.0,92.69
"no dia que você tiver 1/3 da integridade e reconhecimento da marina na comunidade científica, vc pode querer lacrar 😗",not_toxic,not_toxic,NOT_TOXIC,108.3,93.06
rt @user prlo amor de deus eu quero um trem desseeeee https://t.co/g74bdpvk6f,not_toxic,not_toxic,NOT_TOXIC,103.5,93.42
"fim de jogo 1 x 1

próximo jogo pelo campeonato paulista, dia 11/08, contra o são josé",not_toxic,not_toxic,NOT_TOXIC,106.1,93.78
psicológico tá fudido,not_toxic,not_toxic,NOT_TOXIC,105.0,94.14
"música sempre, o tempo todo! — ♫lance legal por guilherme arantes, do #soundhound https://t.co/o6poliep7g",not_toxic,not_toxic,NOT_TOXIC,103.5,94.49
tandara maravilhosa porra,not_toxic,not_toxic,NOT_TOXIC,104.3,94.85
cara vai se foder eu vou quebrar o meu telefone todinho na parede n quero q sobre um pedacinho p contar história 😡,not_toxic,obscene,OBSCENE,112.2,95.19
"minha mãe que comprou algumas roupinhas p mim, sem eu pedir, sou muito mimada mesmo",not_toxic,not_toxic,NOT_TOXIC,106.8,95.55
"@user povo chato credo, o tweet de faeden eh público, ela poderia comentar oq ela quisesse pq o tt eh dela
""ai me da block eu imploro""
nega, vai la e da block vc, sla silencia, se não gosta ignora
fillie shipper eh chato, falo isso pq eu sou, mas vcs são bem mais credo",not_toxic,not_toxic,NOT_TOXIC,105.5,95.93
"@user Poisé 😎... Eu adoro ver o inferno astral do meu opositor. Eles acham que dão as cartas, mas o jogo pode virar a qualquer momento. Imagina o buraco negro que aguarda este lixo tóxico? Impeachment do presidente da república Já!👊",not_toxic,not_toxic,NOT_TOXIC,105.5,96.32
"meu deus do céu eu não to acreditando 
@user muito obrigado pqp
amem esse homem https://t.co/bpgwqckeqf",not_toxic,not_toxic,NOT_TOXIC,105.1,96.68
@user Como dizer que ficou foda para caralho??? Você está simplesmente linda e eu espero que os comentários de sua mãe ou outros não te afetem tanto porque o que importa é você gostar de si.,not_toxic,not_toxic,NOT_TOXIC,105.8,97.04
"é cara, pelo visto independentemente do lugar, eles nunca prestam atenção quando o assunto é esse..",not_toxic,not_toxic,NOT_TOXIC,106.1,97.4
pq as mulheres que eu gosto tem todas cara de quem vão foder a minha vida,not_toxic,misogyny,MISOGYNY,103.8,97.77
rt @user @user @user @user meus parabéns vocês merecem tudo dê bom espero que viva a vida de vocês longe desse jo…,not_toxic,not_toxic,NOT_TOXIC,106.1,98.13
o lado bom de só sua mãe se preocupar com você é que não rola falsidade pelo menos!!!,not_toxic,not_toxic,NOT_TOXIC,106.3,98.48
"@user porra, tive que vim pra região dos lagos",not_toxic,not_toxic,NOT_TOXIC,105.8,98.83
só a parte do burguesinha que ainda nao é minha realidade,not_toxic,not_toxic,NOT_TOXIC,102.9,99.2
tá tudo caro pra caralho,not_toxic,not_toxic,NOT_TOXIC,105.2,99.55
"O Régis conseguiu a proeza de ser uma piada até mesmo pra quem gosta de rock/metal. Não deem a atenção que ele quer, não levem nd do que ele diz em consideração, só ele acha que é critico musical.",not_toxic,not_toxic,NOT_TOXIC,104.4,99.91
nessa historinha cheguei em casa tarde q so a porra e ainda vim do recife lombrada e no brilho sozinha,not_toxic,not_toxic,NOT_TOXIC,105.8,100.26
"N茫o existe namoro crist茫o se n茫o for pra casar, esse neg贸cio de namorar v谩rias pessoas at茅 dar certo com algu茅m e depois casar, n茫o 茅 b铆blico, e n茫o 茅 costume de algu茅m que serve a Deus; relacionamento crist茫o 茅 casamento: unir-se-茫o e ser茫o um s贸, por toda a vida. 脡 isso.",not_toxic,not_toxic,NOT_TOXIC,105.1,100.65
@user @user @user @user vai envergonhar a ciência do nosso país? Será?  Aliás ele mais apagado dos ministros né?,not_toxic,not_toxic,NOT_TOXIC,104.2,101.01
"rt @user um dia a gente faz feio na festa da facul e no outro fazemos projeto social 

questão de equilíbrio",not_toxic,not_toxic,NOT_TOXIC,102.5,101.37
"@user tiro certo
paulinha na fab",not_toxic,not_toxic,NOT_TOXIC,105.2,101.72
"aquele guri é lindo pra caralho, mas é muito babaca, assim até perde o encanto",not_toxic,not_toxic,NOT_TOXIC,105.5,102.08
"@user @user pra mim ele é péssimo, piora muito minha dermatite e ainda me dá espinha, talvez eu tenha alergia a ele, não sei, mas eu passo ele e na mesma hora minha dermatite já piora",not_toxic,not_toxic,NOT_TOXIC,105.7,102.44
ai gente desculpa mas sair na chuva n dá,not_toxic,not_toxic,NOT_TOXIC,105.1,102.8
@user antes dos brasileiros vão matar todas as abelhas.,not_toxic,not_toxic,NOT_TOXIC,104.0,103.16
perdi partida de 11 kills faltando 20 caras pra 2 bots com 0 kills de robô. grande dia @user  vai se foder arrombada,not_toxic,not_toxic,NOT_TOXIC,105.3,103.52
a parte do nam em ddaeng é muito insuperável eu tenho a obrigação de vir falar dela todo dia porque PUTA QUE PARIU QUE HOMEM https://t.co/The31QU8lG,not_toxic,obscene,OBSCENE,107.3,103.87
"ano que vem o pau quebra, meta ser o 01",not_toxic,not_toxic,NOT_TOXIC,101.8,104.23
"@user vsf, esse cara é muito foda",not_toxic,not_toxic,NOT_TOXIC,103.2,104.59
Mas minha mãe não deixou pq ela tava converdando com ele e mandou meu tio esperar. Meu tio ficou muito puto e meu pai foi até a janela da sala e nisso eu e a mamãe fomos tbm. Eles estavam falando um monte de coisa. Meu tio pegou um tijolo e jogou na grade de casa.+,not_toxic,not_toxic,NOT_TOXIC,102.5,104.98
muito fdp msm eu sou kkkkkkkkkk,not_toxic,obscene,OBSCENE,103.6,105.32
pqp eu com crise de ansiedade hj e toda jumpy pra minha mae do nada gritar meu nome me matando de susto q odio meu deus,not_toxic,not_toxic,NOT_TOXIC,105.0,105.68
"gente qq vcs vão fazer com um pato em um apartamento, pato caga pra caralho cês não tem noçãoooooo",not_toxic,not_toxic,NOT_TOXIC,103.2,106.04
"@user esquecem nada, fazem por conveniência. sedenta pro karma vir comer o cu desse povo.",not_toxic,not_toxic,NOT_TOXIC,101.9,106.4
@user hyungwon nego (pqp você é maravilhoso a),not_toxic,not_toxic,NOT_TOXIC,104.5,106.76
rt @user alguém me explica 1) pq ela ficou puta 2) pq ela tá falando inglês comigo https://t.co/tjbcpmv83a,not_toxic,not_toxic,NOT_TOXIC,104.2,107.12
"caralho, o nível dos detalhes, mt foda, passei a seguir",not_toxic,not_toxic,NOT_TOXIC,102.7,107.47
"rt @user carai o ninja saiu da twitch e removeram o verificado dele na mesma hora.

que rapidez mano caraiiii",not_toxic,not_toxic,NOT_TOXIC,102.3,107.83
@user @user @user @user só falta ser o do século. até o eminem surra esse sem talento do caralho only jabá,not_toxic,not_toxic,NOT_TOXIC,101.0,108.19
caralho que saudade que eu to do meu namorado,not_toxic,not_toxic,NOT_TOXIC,102.7,108.54
mas ela ja nao pensa mais em mim,not_toxic,not_toxic,NOT_TOXIC,102.1,108.9
rt @user lexi é lésbica e porra fez é legal mas ainda é traficante https://t.co/wnjrsdmbqd,not_toxic,homophobia,HOMOPHOBIA,98.2,109.29
@user a lanterna do ranking da educação lhe manda lembranças. endireita brasil! 🇧🇷,not_toxic,not_toxic,NOT_TOXIC,103.8,109.65
sextooou e eu nada pra fazer !,not_toxic,not_toxic,NOT_TOXIC,100.4,110.0
rt @user lindo demais perfeito nossa anjo sem asas obra de arte fora do museu flor mais linda do jardim https://t.co/q6e2syprme,not_toxic,not_toxic,NOT_TOXIC,102.1,110.36
@user caralho o maluco abriu a porra da porta mané,not_toxic,obscene,OBSCENE,108.3,110.7
"foi-se o tempo que eu acreditava em ""você é o motivo da minha doença mental"" e ficava mal com isso a ponto de me achar um lixo em saber que eu faço tão mal a alguém que eu sempre amei",not_toxic,not_toxic,NOT_TOXIC,104.4,111.06
"nossa eu to lembrando de como fiquei feia ontem pqp
 pq q eu n consigo ficar bonita nos role meu pai",not_toxic,not_toxic,NOT_TOXIC,102.4,111.42
tudo q meu cabelo tava de feio ontem ele ta de bonito hoje,not_toxic,not_toxic,NOT_TOXIC,100.9,111.77
am茅m caralho,not_toxic,obscene,OBSCENE,115.9,112.11
rt @user @user ai caralho #mpn #nowunited,not_toxic,not_toxic,NOT_TOXIC,109.7,112.47
caralho chorei vendo esse video e nem sei quem essas pessoas kkkkkkkkkkk,not_toxic,not_toxic,NOT_TOXIC,112.0,112.82
"@user @user @user @user E não é julgamento, flor. É apenas uma constatação. Poderia postar uma foto com minha tia-avó (que é negra)e falar que sou negra?! Não! Seria um desrespeito a ela. Mas posso apoiar um mundo melhor para ela.",not_toxic,not_toxic,NOT_TOXIC,111.1,113.21
rt @user eu 脿s vezes gostava de entender o que vos vai na cabe莽a fr ahahahha,not_toxic,insult,INSULT,126.0,113.54
"@user exatamente, também não reclamo porque ele é muito bom, mas como ele é popularzin desde o começo qualquer coisa que ele fizesse (msm que fosse ruim) o povo ia lamber o pé dele kkkk assim como qualquer outro q fosse popular lá 

não é a toa que como você falou: final de populares",not_toxic,not_toxic,NOT_TOXIC,107.4,113.93
@user mas se quiser pode.,not_toxic,not_toxic,NOT_TOXIC,109.1,114.29
desesperada atrás de um local pra fazer o chá domingo,not_toxic,not_toxic,NOT_TOXIC,109.0,114.64
"@user sim eu stalkeei em todos os tweets até essa semana ele se trata como no masculino, nunca fez nenhum tweet falando sobre ser trans e nada sobre o assunto tbm, e tbm li falando q ja é a terceira vez q ele muda o nome e faz tweet mentiroso p levar rt",not_toxic,not_toxic,NOT_TOXIC,108.6,115.03
"era óbvio que iam jogar hate no nct por conta desse grupo de colaboração, colocar artistas grandes ali deu a entender pra muita gente que o grupo foi feito pra ""salvar o nct"" pq segundo os coreanos, eles ainda são o fracasso da sm. pqp ódio dessa empresa. #SM_보이그룹론칭_취소해",not_toxic,not_toxic,NOT_TOXIC,109.8,115.42
"migaaaaaa essa tua vergonha vai passar no débito ou no crédito? pq n estou bem feio mais, ta horriveeelll kk",not_toxic,not_toxic,NOT_TOXIC,110.1,115.77
@user wanda e tom pqp seria um casalzão com os dois,not_toxic,not_toxic,NOT_TOXIC,109.6,116.13
||: Engraçado que aqueles que me chamaram amigo hoje já nem falam comigo. É gratificante saber que todo esforço que fiz pelas amizades foram jogadas no lixo.,not_toxic,not_toxic,NOT_TOXIC,110.2,116.49
"Amo quando militam sobre um assunto e me chamam de retardada kkkkkk, milenoca sempre preocupada com as causas feministas e machistas das premiações coreanas, é realmente tocante!",not_toxic,misogyny,MISOGYNY,107.4,116.86
"@user agora vou exigir muuuuito mais da pessoa que eu namorar 
meio fudida estou",not_toxic,not_toxic,NOT_TOXIC,110.2,117.22
minha vontade de todos os dias,not_toxic,not_toxic,NOT_TOXIC,110.2,117.57
t么 apaixonado 馃槏馃槏馃槏,not_toxic,not_toxic,NOT_TOXIC,108.8,117.94
@user @user porra o q o lula tem a ver com isso????,not_toxic,not_toxic,NOT_TOXIC,111.5,118.29
@user se eu chamar vc vem?,not_toxic,not_toxic,NOT_TOXIC,109.7,118.65
rt @user será que as pessoas precisam mesmo ficar paradas uma do lado na outra na escada?????????????,not_toxic,not_toxic,NOT_TOXIC,106.5,119.01
rt @user @user vlw mano tmj 鉂ゐ煉煆�,not_toxic,not_toxic,NOT_TOXIC,111.3,119.37
caralho ta frio pra porra,not_toxic,obscene,OBSCENE,115.8,119.72
@user @user extrema direita mente. n茫o faz nada em benef铆cios ao pa铆s. vivem perseguindo seus opositores ideol贸gico,not_toxic,not_toxic,NOT_TOXIC,108.7,120.08
não e ficar de cara feia,not_toxic,not_toxic,NOT_TOXIC,111.2,120.44
"@user @user @user @user @user @user @user @user @user @user @user @user Uma das Mulheres que mais Amei Conhecer 😍

Linda e Fascinante!

Estar ao seu lado, é um Momento Único e Inesquecível",not_toxic,not_toxic,NOT_TOXIC,109.2,120.82
"Dias Toffoli, Gilmar Mendes, Celso de Mello, Marco Aurélio de Mello, Ricardo Lewandowski, Luíz Fux, Alexandre de Moraes... Até quando teremos que carregar nas costas essa corja que só trás desserviço para o povo Brasileiro?
#STFVergonhaNascional",not_toxic,not_toxic,NOT_TOXIC,112.6,121.21
Domingão vem aí e a mensagem já está pronto! Suas palavras estão construindo o seu futuro! Prepare seu coração!🦅 em Denny's https://t.co/1OsGMfAgVG,not_toxic,not_toxic,NOT_TOXIC,110.1,121.56
vem tóquio porra,not_toxic,not_toxic,NOT_TOXIC,111.0,121.92
@user tudo é um grande mistério. essa t a graça da filosofia. até a simples experiência de ver é um grande mistério.,not_toxic,not_toxic,NOT_TOXIC,111.4,122.27
a viagem na maionese?????,not_toxic,not_toxic,NOT_TOXIC,112.1,122.63
vai se foder santa inês,not_toxic,obscene,OBSCENE,116.4,122.97
@user @user @user porra cheguei de sv na merda fi kkkkkkkk,not_toxic,obscene,OBSCENE,118.1,123.32
"@user Graças a essa campanha idiota eu provei o barbeador da BIC e achei melhor que o Gillette, e por uns 40% mais barato. Gillette nunca mais.",not_toxic,not_toxic,NOT_TOXIC,110.8,123.68
"mais vou ter que secar meu cabelo de novo, preguiça da porra",not_toxic,not_toxic,NOT_TOXIC,110.0,124.03
meu deus o taeuwjisndkdk pqp comonassim,not_toxic,not_toxic,NOT_TOXIC,112.6,124.39
@user @user nao eh nenhuma das duas e vcs sabem bem quem eh agr aquietem o cu de vcs,not_toxic,obscene,OBSCENE,116.9,124.74
cúmulo do ridículo kkkkkkkkkkkkk tem gente que faz um negócio que acho que até deus dúvida lol,not_toxic,not_toxic,NOT_TOXIC,111.1,125.1
"estou toda arrepiada de frio, dentro dessa loja faz um frio do crl pqp",not_toxic,not_toxic,NOT_TOXIC,107.7,125.46
rt @user me apaixonar s贸 por homem q n茫o vale a 谩gua q bebi t谩 me deixando s贸 a ca莽amba de lixo,not_toxic,not_toxic,NOT_TOXIC,109.6,125.81
"as coisa só dá errado comigo, incrível",not_toxic,not_toxic,NOT_TOXIC,104.9,126.17
e os gays comemoram,not_toxic,homophobia,HOMOPHOBIA,104.9,126.54
"""l'état est moi"". esperando a história se repetir e essa guilhotina chegar.
 https://t.co/tb7ok08e8w via @user @user",not_toxic,not_toxic,NOT_TOXIC,107.8,126.9
"rt @user “eu ia falar contigo mas tu tava com a cara tão fechada!” 

eu? sou de boa demais. 

eu no lugar: https://t.co/s3lvzwdrox",not_toxic,not_toxic,NOT_TOXIC,110.0,127.26
"nunca mais terá o meu voto.
traíra
#stfvergonhanacional 
#stfsoldadovermelho",not_toxic,not_toxic,NOT_TOXIC,111.0,127.62
vontade de explodir de raiva mano sinceramente,not_toxic,not_toxic,NOT_TOXIC,111.3,127.97
Lovatic se iludindo achando que a Demi tava fazendo algo do comeback ontem quando eu só foquei naquele maldito casaco que ela usa até pra ir na esquina o que significa que provavelmente não era nada demais,not_toxic,not_toxic,NOT_TOXIC,110.3,128.33
para de babar ovo p bonoro q ta feio isso daí ja mana,not_toxic,not_toxic,NOT_TOXIC,110.2,128.69
dormi pra caralho kkkkkkkkk soninho gostoooooso,not_toxic,not_toxic,NOT_TOXIC,109.7,129.04
"atende ai, bb, fala comigo!
meu dia do ano chegou, agradecer a todos pelas felicitações e mensagens de carinho.. hoje o pau quebra!!! 🇧🇷 https://t.co/XIU2Fzx5gL",not_toxic,not_toxic,NOT_TOXIC,109.5,129.4
o universo sabe exatamente oq está fazendo,not_toxic,not_toxic,NOT_TOXIC,100.4,129.76
rt @user vc vê a vaca ir pro brejo quando a torcida grita eu acredito. #voleinaglobo https://t.co/v7nfrjtrsl,not_toxic,not_toxic,NOT_TOXIC,105.3,130.11
n há pica,not_toxic,not_toxic,NOT_TOXIC,104.0,130.47
@user nao era nao amigo.. a dificuldades impostas era por causa do cade,not_toxic,not_toxic,NOT_TOXIC,102.7,130.83
🤧🤧🤧🤧🤧 sofro,not_toxic,not_toxic,NOT_TOXIC,102.5,131.19
carregar um bebezinho na barriga é difícil viuu,not_toxic,not_toxic,NOT_TOXIC,105.5,131.55
"@user @user hoje faria, aquela vez eu ainda não conhecia esse mundo cão kkkkkkkkkkkkkkk quando ele falou que não me conhecia como porra nenhuma eu ia falar SAY MY NAME!",not_toxic,not_toxic,NOT_TOXIC,104.5,131.91
"rt @user grande gajo mm, votem que ele merece maltinha, ele merece ganhar esta merdaaaaaa https://t.co/80m28bg1n5",not_toxic,not_toxic,NOT_TOXIC,102.1,132.27
@user @user infelizmente é bem provável. pq o atual prefeito não ajuda.,not_toxic,not_toxic,NOT_TOXIC,103.2,132.63
"rt @user eu não preciso falar nada, pois a imagem fala por si mesma!
#benimtatlıyalanım https://t.co/x1hvczqavv",not_toxic,not_toxic,NOT_TOXIC,103.2,132.99
mano queria ter férias,not_toxic,not_toxic,NOT_TOXIC,103.9,133.34
@user kkkkkkkkkkk os pinto bolsominio,not_toxic,racism,RACISM,107.5,133.69
falta só 2 porra #voleinaglobo,not_toxic,not_toxic,NOT_TOXIC,104.3,134.05
@user @user e aí ? hahahaha,not_toxic,not_toxic,NOT_TOXIC,103.8,134.41
"se deus n茫o existe,  quem coloca a agua dentro do coc么??",not_toxic,obscene,OBSCENE,103.9,134.75
"tô doidinha por um arroz doce, acho q vou comprar os ingredientes pra fazer",not_toxic,not_toxic,NOT_TOXIC,105.7,135.11
eu tentando fazer comida pro alejandro kkkk,not_toxic,not_toxic,NOT_TOXIC,104.1,135.47
"ta, mas quem iria ir roubar coisa no cu do mundo?",not_toxic,not_toxic,NOT_TOXIC,103.7,135.82
falta dois caralho socorro,not_toxic,obscene,OBSCENE,110.2,136.17
"chega dessa vida de aula de sabado se foder
to podre",not_toxic,obscene,OBSCENE,107.3,136.51
@user vsf guria linda,not_toxic,not_toxic,NOT_TOXIC,102.8,136.87
"@user eu detestava ggs, principalmente o twice. hoje sou a maior boiola por qualquer idol feminina, puts.",not_toxic,not_toxic,NOT_TOXIC,104.8,137.23
também eu amo as tuas testas! 😂❤️❤️,not_toxic,not_toxic,NOT_TOXIC,104.1,137.58
@user o jeito que eu surtei.,not_toxic,not_toxic,NOT_TOXIC,102.2,137.94
nem acredito que o gui salvou meu ingresso pqp,not_toxic,not_toxic,NOT_TOXIC,99.0,138.3
@user @user pqp eu te amo fdp,not_toxic,not_toxic,NOT_TOXIC,97.7,138.66
vai passar o que nao tem mundial,not_toxic,not_toxic,NOT_TOXIC,96.2,139.02
precisava!!!,not_toxic,not_toxic,NOT_TOXIC,98.0,139.38
mais tarde tem a festa da pérola 😍,not_toxic,not_toxic,NOT_TOXIC,99.6,139.73
a @user puta me contando as coisas kakakakakak,not_toxic,obscene,OBSCENE,104.0,140.07
rt @user intimidade eh o caralho isso ai eh falta de respeito (no mínimo) https://t.co/6gs8ei46mr,not_toxic,not_toxic,NOT_TOXIC,98.3,140.43
@user @user passeie vc na próxima manifestação de fora stf e saia de lá sem cabelos brancos 😂,not_toxic,not_toxic,NOT_TOXIC,99.1,140.78
"a sm quer tirar a empresa da beira do abismo explorando mais ainda os seus grupos, primeiro de tudo não devemos jogar hate em cima de grupo nenhum e sim reclamar em cima da empresa que é uma merda e nem sabe administrar direito os grupos

#SM_보이그룹론칭_취소해",not_toxic,not_toxic,NOT_TOXIC,93.6,141.18
gente adorei kkkkkkkkkkkkkkkj,not_toxic,not_toxic,NOT_TOXIC,97.6,141.53
mãe eu te amo pra um caralho,not_toxic,obscene,OBSCENE,99.7,141.88
meu deus eu espero q amanhã de sol,not_toxic,not_toxic,NOT_TOXIC,105.5,142.24
rt @user o que se pensa sóbrio diz se bêbado https://t.co/4mdptiaokq,not_toxic,not_toxic,NOT_TOXIC,105.6,142.6
tô afim de fazer um lomotif só de foto feia,not_toxic,not_toxic,NOT_TOXIC,104.5,142.95
ta na hora de dar uma boa resposta aos  inimigos dos brasileiros. https://t.co/rqfpbf4hzi,not_toxic,not_toxic,NOT_TOXIC,105.2,143.31
"caraio o algoritmo do youtube tá uma merda. vc coloca Marília Mendonça ele coloca uma musica dela e uma playlist X com umas musicas nada haver, coloca Braza e vem uma musica do Braza e a mesma playlist de antes até se eu ponho Padre Marcelo Rossi do nada tá tocando duda beat",not_toxic,not_toxic,NOT_TOXIC,106.8,143.7
para q tá feio kkkkk,not_toxic,not_toxic,NOT_TOXIC,102.8,144.05
vou ir pra pqp que e nem um casaco peguei kkkkkk,not_toxic,not_toxic,NOT_TOXIC,103.4,144.41
"ela tem cores, curvas, sabores, coisas que seduz 😏💥 https://t.co/dmxcftwfm6",not_toxic,not_toxic,NOT_TOXIC,102.0,144.77
A GENTE VAI MORRER INFERNO O MUNDO TA ACABANDO E NINGUÉM SE IMPORTA OS JORNAIS NÃO FALAM NADA NENHUM CANAL DE TV FALA A GENTE VAI MORREEEEEEEER PORRA VAI TODO MUNDO MORRER AOS POUCOS DE FORMA TORTURANTE E NINGUÉM SE IMPORTA E DEPOIS DESSES 18 MESES NÃO TEM MAIS VOLTA CARALHOOOOOO,not_toxic,not_toxic,NOT_TOXIC,103.0,145.17
"tem um copo escrito “não precisa ser mago para prever o comportamento humano” e eu só queria dizer que
puta que pariu né",not_toxic,obscene,OBSCENE,109.2,145.51
"tony tem se sacrificado desde o primeiro iron man, ele entra em um buraco de minhoca pra salvar ny, uma cena deletada de im3 ele tira o reator pra salvar um garoto... o mito do tony parar de ser ego铆sta em endgame ja 茅 horr铆vel, agora, que 茅 gra莽as ao pai abusivo dele j谩 茅 for莽ar https://t.co/Q59DuGTOAN",not_toxic,not_toxic,NOT_TOXIC,100.9,145.9
"vi a menina dizendo q usam a ""gíria"" chernobyl aqui por causa de uma série",not_toxic,not_toxic,NOT_TOXIC,103.4,146.26
to puto só queria ter ido jogar em realeza,not_toxic,not_toxic,NOT_TOXIC,110.5,146.61
a garota dedurou todo mundo e não quer que eu fique puta ah porra,not_toxic,misogyny,MISOGYNY,106.3,146.98
